"site","watershed","elevation","n.pools","basin.area","reliability","n.Neighbors","pdsi6mo.s96","pdsi6mo.w96","pdsi6mo.s97","pdsi6mo.w97","pdsi6mo.s98","pdsi6mo.w98","pdsi6mo.s99","pdsi6mo.w99","pdsi6mo.s00","pdsi6mo.w00","pdsi6mo.s01","pdsi6mo.w01","pdsi6mo.s02","pdsi6mo.w02","pdsi6mo.s03","pdsi6mo.w03","pdsi6mo.s04","pdsi6mo.w04","pdsi6mo.s05","pdsi6mo.w05","pdsi6mo.s06","pdsi6mo.w06","pdsi6mo.s07","pdsi6mo.w07","pdsi6mo.s08","pdsi6mo.w08","pdsi6mo.s09","pdsi6mo.w09","pdsi6mo.s10","pdsi6mo.w10","pdsi6mo.s11","pdsi6mo.w11","pdsi6mo.s12","pdsi6mo.w12","pdsi6mo.s13","pdsi6mo.w13","pdsi6mo.s14","pdsi6mo.w14","pdsi6mo.s15","pdsi6mo.w15","pdsi6mo.s16","pdsi6mo.w16","pdsiJA.s96","pdsiJA.w96","pdsiJA.s97","pdsiJA.w97","pdsiJA.s98","pdsiJA.w98","pdsiJA.s99","pdsiJA.w99","pdsiJA.s00","pdsiJA.w00","pdsiJA.s01","pdsiJA.w01","pdsiJA.s02","pdsiJA.w02","pdsiJA.s03","pdsiJA.w03","pdsiJA.s04","pdsiJA.w04","pdsiJA.s05","pdsiJA.w05","pdsiJA.s06","pdsiJA.w06","pdsiJA.s07","pdsiJA.w07","pdsiJA.s08","pdsiJA.w08","pdsiJA.s09","pdsiJA.w09","pdsiJA.s10","pdsiJA.w10","pdsiJA.s11","pdsiJA.w11","pdsiJA.s12","pdsiJA.w12","pdsiJA.s13","pdsiJA.w13","pdsiJA.s14","pdsiJA.w14","pdsiJA.s15","pdsiJA.w15","pdsiJA.s16","pdsiJA.w16","precip.s96","precip.w96","precip.s97","precip.w97","precip.s98","precip.w98","precip.s99","precip.w99","precip.s00","precip.w00","precip.s01","precip.w01","precip.s02","precip.w02","precip.s03","precip.w03","precip.s04","precip.w04","precip.s05","precip.w05","precip.s06","precip.w06","precip.s07","precip.w07","precip.s08","precip.w08","precip.s09","precip.w09","precip.s10","precip.w10","precip.s11","precip.w11","precip.s12","precip.w12","precip.s13","precip.w13","precip.s14","precip.w14","precip.s15","precip.w15","precip.s16","precip.w16","sed.s96","sed.w96","sed.s97","sed.w97","sed.s98","sed.w98","sed.s99","sed.w99","sed.s00","sed.w00","sed.s01","sed.w01","sed.s02","sed.w02","sed.s03","sed.w03","sed.s04","sed.w04","sed.s05","sed.w05","sed.s06","sed.w06","sed.s07","sed.w07","sed.s08","sed.w08","sed.s09","sed.w09","sed.s10","sed.w10","sed.s11","sed.w11","sed.s12","sed.w12","sed.s13","sed.w13","sed.s14","sed.w14","sed.s15","sed.w15","sed.s16","sed.w16"
23,"South",1220,10,6.86,1,22,-3.145,-2.75,-2.16333333333333,-2.31,2.945,2.08666666666667,-2.095,-0.206666666666667,-3.22333333333333,0.858333333333333,4.36833333333333,1.99833333333333,-3.50666666666667,-4.72833333333333,-3.965,-3.71,-1.88166666666667,-1.76166666666667,-0.196666666666667,-2.39833333333333,-4.71666666666667,-2.035,-1.60166666666667,-1.52166666666667,-1.62833333333333,0.586666666666667,-2.22833333333333,-3.59833333333333,-1.845,-1.91666666666667,-3.77,-3.75,-4.12166666666667,-4.82166666666667,-5.40166666666667,-5.09166666666667,-5.365,-5.25166666666667,-0.606666666666667,2.67666666666667,0.583333333333333,-0.265,-3.11125,-3.11125,-2.3225,-2.3225,2.89625,2.89625,-1.51,-1.51,-2.8925,-2.8925,4.2,4.2,-3.76375,-3.76375,-3.935,-3.935,-1.78375,-1.78375,-0.61,-0.61,-4.06375,-4.06375,-1.49125,-1.49125,-0.81625,-0.81625,-2.4225,-2.4225,-1.61875,-1.61875,-3.75875,-3.75875,-4.175,-4.175,-5.3075,-5.3075,-5.5225,-5.5225,-0.0162500000000001,-0.0162500000000001,0.19625,0.19625,89.0503875968992,81.5584415584416,78.4883720930232,194.155844155844,102.03488372093,42.4675324675325,129.263565891473,29.7402597402597,97.7713178294574,95.974025974026,79.0697674418605,43.8961038961039,76.937984496124,75.5844155844156,90.5038759689922,91.9480519480519,66.4728682170543,94.6753246753247,70.4457364341085,19.8701298701299,147.577519379845,84.025974025974,91.0852713178295,93.7662337662338,125.77519379845,51.2987012987013,63.2751937984496,160,84.1085271317829,50.9090909090909,107.751937984496,52.3376623376623,76.6472868217054,65.4545454545455,123.062015503876,32.4675324675325,84.8837209302326,154.415584415584,118.12015503876,61.1688311688312,121.220930232558,89.0909090909091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,"North",1158,1,18.11,0.428571428571429,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
25,"North",1194,1,17.86,0.307692307692308,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
26,"North",1220,7,17.26,1,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
27,"North",1261,3,10.5,0.785714285714286,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
28,"North",1280,4,10.34,0.928571428571429,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
29,"North",1293,1,10.3,0.5,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
30,"North",1319,2,9.91,1,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
31,"North",1337,2,9.68,0.916666666666667,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
32,"North",1359,2,9.55,1,31,-3.26166666666667,-2.895,-1.92666666666667,-2.28666666666667,3.35666666666667,2.755,-2.79333333333333,-1.525,-3.58833333333333,0.0066666666666666,4.3,3.115,-2.87166666666667,-3.81666666666667,-3.045,-3.01166666666667,-1.74,-2.21166666666667,0.606666666666667,-1.03833333333333,-4.04333333333333,-2.05666666666667,-1.85,-2.105,-1.315,-0.015,-2.145,-3.71333333333333,0.37,0.103333333333333,-3.17666666666667,-2.93333333333333,-2.445,-3.08166666666667,-3.015,-2.98,-3.80333333333333,-3.51,0.488333333333333,1.625,-0.181666666666667,-0.246666666666667,-3.32,-3.32,-2.1225,-2.1225,3.375,3.375,-2.36125,-2.36125,-3.30125,-3.30125,4.24125,4.24125,-3.165,-3.165,-3.0975,-3.0975,-1.83375,-1.83375,0.20625,0.20625,-3.5575,-3.5575,-1.82625,-1.82625,-0.675,-0.675,-2.47,-2.47,0.74625,0.74625,-3.16875,-3.16875,-2.485,-2.485,-2.96625,-2.96625,-3.95625,-3.95625,0.46125,0.46125,-0.3575,-0.3575,91.7109458023379,80.2752293577982,74.2826780021254,196.788990825688,102.763018065887,44.4954128440367,132.518597236982,29.0519877675841,88.7353878852285,96.6360856269113,84.0595111583422,39.9082568807339,76.1955366631243,74.3119266055046,92.0297555791711,83.9449541284404,66.5249734325186,95.2599388379205,74.9202975557917,19.4189602446483,151.859723698193,73.2415902140673,76.1955366631243,102.752293577982,127.736450584485,55.9633027522936,49.4155154091392,179.204892966361,82.6780021253985,44.0366972477064,110.520722635494,64.6788990825688,85.5472901168969,65.2905198776758,110.520722635494,33.3333333333333,89.2667375132837,132.110091743119,129.543039319872,72.3241590214067,109.776833156217,81.9571865443425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
33,"North",873,2,10.56,0.1,31,-3.635,-3.07833333333333,-2.13833333333333,-2.72833333333333,3.185,3.04833333333333,-2.72,-1.51166666666667,-3.885,-0.095,4.01833333333333,2.79666666666667,-2.90833333333333,-3.78833333333333,-3.14166666666667,-3.11833333333333,-2.52,-3.08333333333333,-1.38833333333333,-1.92166666666667,-4.60166666666667,-2.33,-2.15,-2.32,-1.74,0.0416666666666667,-2.065,-3.70166666666667,-0.658333333333333,-0.251666666666667,-3.76666666666667,-3.31166666666667,-2.66166666666667,-3.32166666666667,-3.70833333333333,-3.57333333333333,-4.48666666666667,-4.08,1.505,2.08333333333333,-0.265,1.12333333333333,-3.67625,-3.67625,-2.395,-2.395,3.325,3.325,-2.29125,-2.29125,-3.54375,-3.54375,3.93125,3.93125,-3.19125,-3.19125,-3.22125,-3.22125,-2.6625,-2.6625,-1.4625,-1.4625,-4.0375,-4.0375,-2.12625,-2.12625,-0.9925,-0.9925,-2.4,-2.4,-0.15375,-0.15375,-3.75625,-3.75625,-2.715,-2.715,-3.67,-3.67,-4.64125,-4.64125,1.445,1.445,0.17625,0.17625,99.8664886515354,81.3588850174216,79.5727636849132,206.09756097561,122.963951935915,43.9024390243902,137.249666221629,27.5261324041812,85.8477970627503,95.8188153310105,92.7903871829105,39.198606271777,87.4499332443258,75.9581881533101,95.8611481975968,75.9581881533101,66.6221628838451,101.393728222997,82.7770360480641,16.7247386759582,163.951935914553,70.0348432055749,94.392523364486,86.7595818815331,115.754339118825,69.6864111498258,53.2710280373832,139.372822299652,92.3898531375167,31.5331010452962,123.765020026702,73.8675958188153,108.544726301736,60.801393728223,88.9185580774366,32.9268292682927,104.539385847797,130.313588850174,118.157543391188,74.9128919860627,140.45393858478,90.5923344947735,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,"North",885,2,10.41,0.15,31,-3.635,-3.07833333333333,-2.13833333333333,-2.72833333333333,3.185,3.04833333333333,-2.72,-1.51166666666667,-3.885,-0.095,4.01833333333333,2.79666666666667,-2.90833333333333,-3.78833333333333,-3.14166666666667,-3.11833333333333,-2.52,-3.08333333333333,-1.38833333333333,-1.92166666666667,-4.60166666666667,-2.33,-2.15,-2.32,-1.74,0.0416666666666667,-2.065,-3.70166666666667,-0.658333333333333,-0.251666666666667,-3.76666666666667,-3.31166666666667,-2.66166666666667,-3.32166666666667,-3.70833333333333,-3.57333333333333,-4.48666666666667,-4.08,1.505,2.08333333333333,-0.265,1.12333333333333,-3.67625,-3.67625,-2.395,-2.395,3.325,3.325,-2.29125,-2.29125,-3.54375,-3.54375,3.93125,3.93125,-3.19125,-3.19125,-3.22125,-3.22125,-2.6625,-2.6625,-1.4625,-1.4625,-4.0375,-4.0375,-2.12625,-2.12625,-0.9925,-0.9925,-2.4,-2.4,-0.15375,-0.15375,-3.75625,-3.75625,-2.715,-2.715,-3.67,-3.67,-4.64125,-4.64125,1.445,1.445,0.17625,0.17625,99.8664886515354,81.3588850174216,79.5727636849132,206.09756097561,122.963951935915,43.9024390243902,137.249666221629,27.5261324041812,85.8477970627503,95.8188153310105,92.7903871829105,39.198606271777,87.4499332443258,75.9581881533101,95.8611481975968,75.9581881533101,66.6221628838451,101.393728222997,82.7770360480641,16.7247386759582,163.951935914553,70.0348432055749,94.392523364486,86.7595818815331,115.754339118825,69.6864111498258,53.2710280373832,139.372822299652,92.3898531375167,31.5331010452962,123.765020026702,73.8675958188153,108.544726301736,60.801393728223,88.9185580774366,32.9268292682927,104.539385847797,130.313588850174,118.157543391188,74.9128919860627,140.45393858478,90.5923344947735,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,"North",920,16,6.72,0.727272727272727,31,-3.635,-3.07833333333333,-2.13833333333333,-2.72833333333333,3.185,3.04833333333333,-2.72,-1.51166666666667,-3.885,-0.095,4.01833333333333,2.79666666666667,-2.90833333333333,-3.78833333333333,-3.14166666666667,-3.11833333333333,-2.52,-3.08333333333333,-1.38833333333333,-1.92166666666667,-4.60166666666667,-2.33,-2.15,-2.32,-1.74,0.0416666666666667,-2.065,-3.70166666666667,-0.658333333333333,-0.251666666666667,-3.76666666666667,-3.31166666666667,-2.66166666666667,-3.32166666666667,-3.70833333333333,-3.57333333333333,-4.48666666666667,-4.08,1.505,2.08333333333333,-0.265,1.12333333333333,-3.67625,-3.67625,-2.395,-2.395,3.325,3.325,-2.29125,-2.29125,-3.54375,-3.54375,3.93125,3.93125,-3.19125,-3.19125,-3.22125,-3.22125,-2.6625,-2.6625,-1.4625,-1.4625,-4.0375,-4.0375,-2.12625,-2.12625,-0.9925,-0.9925,-2.4,-2.4,-0.15375,-0.15375,-3.75625,-3.75625,-2.715,-2.715,-3.67,-3.67,-4.64125,-4.64125,1.445,1.445,0.17625,0.17625,99.8664886515354,81.3588850174216,79.5727636849132,206.09756097561,122.963951935915,43.9024390243902,137.249666221629,27.5261324041812,85.8477970627503,95.8188153310105,92.7903871829105,39.198606271777,87.4499332443258,75.9581881533101,95.8611481975968,75.9581881533101,66.6221628838451,101.393728222997,82.7770360480641,16.7247386759582,163.951935914553,70.0348432055749,94.392523364486,86.7595818815331,115.754339118825,69.6864111498258,53.2710280373832,139.372822299652,92.3898531375167,31.5331010452962,123.765020026702,73.8675958188153,108.544726301736,60.801393728223,88.9185580774366,32.9268292682927,104.539385847797,130.313588850174,118.157543391188,74.9128919860627,140.45393858478,90.5923344947735,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
